Latitude,Longitude,Area Type,Soil Type,Water Sources,Previous Crop,Land Acres,Cropping Type,Crop Category,Crop,Duration (Days),Investment (₹),Profit (₹)
23.0,83.89,Plateau,Laterite,Rainfed,Jackfruit,1.1,Short-term,Vegetables,Potato,81,15444,58545
23.95,84.6,Plateau,Entisol,Rainfed,Niger,1.6,Perennial,Fruits,Mango,263,43744,141618
23.08,84.78,Hilly,Laterite,Rainfed,Jute,1.4,Perennial,Cash Crops,Tobacco,317,37255,143455
23.39,84.15,Plateau,Entisol,Rainfed,Banana+Pea,1.5,Long-term,Cash Crops,Sugarcane,163,64467,149779
23.09,84.29,Hilly,Inceptisol,Rainfed,Jackfruit,4.6,Short-term,Cereals,Millets,111,15548,39447
23.91,83.72,Plateau,Laterite,Rainfed,Tomato,3.7,Long-term,Vegetables,Ladyfinger,149,14399,31379
24.03,84.26,Hilly,Inceptisol,Rainfed,Maize+Mustard,3.8,Perennial,Cash Crops,Cotton,252,76108,171534
23.17,85.92,Plateau,Entisol,Rainfed,Tomato,4.1,Short-term,Vegetables,Tomato,109,28712,110164
23.58,85.86,Hilly,Laterite,Irrigated,Gram,2.1,Perennial,Fruits,Jackfruit,313,33208,70846
23.68,84.34,Plateau,Laterite,Tube-well,Jute,4.0,Long-term,Vegetables,Brinjal,135,28474,100896
23.55,84.93,Hilly,Laterite,Rainfed,Timber+Paddy,4.9,Long-term,Vegetables,Potato,124,17786,46493
23.18,85.77,Hilly,Laterite,Rainfed,Green Gram,3.6,Short-term,Pulses,Green Gram,81,12601,39666
23.63,83.52,Plateau,Entisol,Rainfed,Mango+Lentil,2.4,Long-term,Fruits,Jackfruit,171,24352,64048
24.13,85.53,Plateau,Laterite,Canal,Millets,3.7,Perennial,Cash Crops,Jute,219,39202,120636
23.11,85.87,Hilly,Laterite,Irrigated,Groundnut,4.6,Perennial,Cash Crops,Sugarcane,326,46354,171477
23.12,83.73,Plain,Alfisol,Rainfed,Barley,1.1,Perennial,Fruits,Papaya,300,32471,101428
23.53,83.9,Hilly,Inceptisol,Rainfed,Cotton,1.7,Short-term,Pulses,Lentil,105,14929,48820
24.41,85.9,Plateau,Entisol,Rainfed,Millets,4.6,Mixed,Agroforestry,Rice+Lentil,275,73208,231052
24.0,84.84,Plateau,Entisol,Rainfed,Sugarcane,4.8,Mixed,Agroforestry,Maize+Mustard,261,43917,93664
24.02,83.54,Plateau,Laterite,Tube-well,Soybean,2.7,Perennial,Cash Crops,Coffee,265,87666,310816
23.54,84.14,Plain,Red Soil,Canal,Soybean,2.2,Perennial,Fruits,Mango,263,45564,180796
23.89,84.62,Hilly,Inceptisol,Rainfed,Mustard,1.8,Long-term,Cash Crops,Tea,164,26745,99145
23.02,85.23,Hilly,Inceptisol,Irrigated,Rice+Lentil,2.7,Short-term,Oilseeds,Sunflower,98,19764,64093
23.95,85.33,Plateau,Entisol,Rainfed,Barley,4.7,Short-term,Vegetables,Cabbage,94,29223,78788
24.37,85.99,Plain,Alfisol,Rainfed,Ladyfinger,1.2,Short-term,Cereals,Barley,94,14162,29070
23.92,84.22,Plateau,Laterite,Canal,Sunflower,2.4,Long-term,Cereals,Maize,154,17222,65445
24.31,84.85,Hilly,Inceptisol,Irrigated,Banana+Pea,4.6,Short-term,Pulses,Pea,119,15770,60227
24.09,84.83,Plain,Red Soil,Rainfed,Groundnut,2.1,Perennial,Fruits,Litchi,263,40285,123072
23.18,84.51,Plain,Alfisol,Rainfed,Jute,4.0,Short-term,Vegetables,Ladyfinger,91,15197,57973
24.35,83.92,Plain,Red Soil,Canal,Tobacco,2.3,Mixed,Agroforestry,Timber+Paddy,333,54984,155348
23.1,85.94,Hilly,Laterite,Irrigated,Brinjal,4.1,Short-term,Pulses,Green Gram,113,13313,41085
23.8,85.63,Plain,Red Soil,Rainfed,Green Gram,4.9,Long-term,Fruits,Banana,177,31762,82032
23.21,84.75,Plain,Red Soil,Rainfed,Sugarcane,2.2,Mixed,Agroforestry,Maize+Mustard,305,44730,167719
23.02,85.01,Plateau,Entisol,Rainfed,Papaya,4.3,Short-term,Pulses,Green Gram,107,13292,48366
23.63,84.07,Plain,Red Soil,Tube-well,Cotton,4.9,Long-term,Oilseeds,Groundnut,128,21174,59531
23.44,84.86,Plain,Alfisol,Irrigated,Cotton,4.9,Short-term,Pulses,Pigeon Pea,95,10263,29152
23.73,85.24,Hilly,Laterite,Rainfed,Mango,2.5,Short-term,Oilseeds,Sunflower,118,18805,46717
23.87,84.79,Hilly,Laterite,Irrigated,Soybean,2.7,Short-term,Vegetables,Tomato,77,26679,65628
23.07,85.98,Plateau,Entisol,Irrigated,Lentil,1.9,Perennial,Fruits,Banana,267,22324,45371
23.18,85.03,Hilly,Inceptisol,Rainfed,Ladyfinger,1.9,Short-term,Vegetables,Brinjal,73,21405,44175
23.84,84.43,Plateau,Laterite,Rainfed,Maize,2.7,Mixed,Agroforestry,Banana+Pea,271,42338,154065
23.51,85.43,Hilly,Laterite,Irrigated,Tea,1.4,Short-term,Oilseeds,Mustard,113,29541,78964
24.09,83.93,Plain,Alfisol,Irrigated,Barley,3.7,Long-term,Cereals,Barley,131,17286,36139
23.98,84.46,Plain,Red Soil,Irrigated,Tomato,2.9,Short-term,Vegetables,Onion,73,12191,34100
24.27,84.37,Hilly,Inceptisol,Canal,Tomato,4.5,Perennial,Fruits,Banana,267,38522,114947
24.04,84.58,Plain,Alfisol,Rainfed,Barley,4.1,Mixed,Agroforestry,Maize+Mustard,332,22174,62451
23.64,85.45,Plateau,Entisol,Rainfed,Pea,2.0,Perennial,Cash Crops,Coffee,324,33265,105570
24.01,84.71,Hilly,Laterite,Tube-well,Groundnut,2.8,Long-term,Cereals,Paddy,163,14067,34848
23.41,85.49,Plain,Red Soil,Rainfed,Onion,3.9,Perennial,Cash Crops,Sugarcane,355,36020,106861
23.46,84.94,Plain,Alfisol,Irrigated,Onion,1.4,Short-term,Vegetables,Tomato,95,23431,65914
24.18,84.36,Plain,Alfisol,Irrigated,Guava,0.6,Short-term,Vegetables,Cabbage,98,20817,48206
23.67,85.52,Hilly,Inceptisol,Irrigated,Mustard,4.3,Short-term,Vegetables,Ladyfinger,72,20674,49228
24.2,84.1,Hilly,Inceptisol,Rainfed,Cabbage,1.1,Short-term,Oilseeds,Sunflower,109,9806,26912
24.23,84.06,Hilly,Laterite,Irrigated,Banana+Pea,4.5,Mixed,Agroforestry,Timber+Paddy,212,20493,73534
24.29,84.76,Plain,Alfisol,Canal,Banana,4.6,Long-term,Oilseeds,Sunflower,123,20592,41976
24.37,84.15,Hilly,Laterite,Irrigated,Guava,2.6,Short-term,Vegetables,Potato,78,27164,75209
23.65,83.52,Plateau,Entisol,Rainfed,Niger,4.1,Long-term,Cash Crops,Jute,164,81324,183489
23.48,85.12,Plain,Red Soil,Rainfed,Tobacco,2.1,Short-term,Vegetables,Tomato,90,29019,63999
23.87,84.78,Hilly,Laterite,Rainfed,Timber+Paddy,4.4,Short-term,Oilseeds,Mustard,90,13155,26623
23.56,84.61,Plateau,Laterite,Rainfed,Tomato,4.2,Short-term,Pulses,Pigeon Pea,119,16699,42619
23.9,85.92,Plain,Red Soil,Rainfed,Jute,0.9,Mixed,Agroforestry,Maize+Mustard,331,27531,65542
24.06,84.93,Hilly,Laterite,Tube-well,Cabbage,3.1,Long-term,Fruits,Jackfruit,166,12122,28023
24.03,85.66,Plain,Alfisol,Irrigated,Soybean,3.4,Mixed,Agroforestry,Rice+Lentil,300,26169,53510
23.56,83.85,Hilly,Inceptisol,Irrigated,Pigeon Pea,0.5,Perennial,Cash Crops,Sugarcane,309,77115,173692
23.25,84.92,Plain,Red Soil,Irrigated,Cotton,4.9,Perennial,Cash Crops,Tobacco,347,46125,164112
23.65,85.67,Plateau,Entisol,Rainfed,Cauliflower,2.3,Short-term,Pulses,Pigeon Pea,93,16563,63918
23.21,84.96,Plateau,Entisol,Tube-well,Millets,2.8,Mixed,Agroforestry,Maize+Mustard,184,52465,140088
24.34,85.3,Plateau,Entisol,Rainfed,Sunflower,1.4,Long-term,Vegetables,Onion,146,19822,77354
23.52,84.43,Plateau,Entisol,Rainfed,Banana,3.2,Short-term,Oilseeds,Sunflower,108,13198,52442
23.23,83.73,Hilly,Inceptisol,Rainfed,Litchi,4.1,Short-term,Oilseeds,Sesame,112,24926,75109
23.04,84.64,Hilly,Inceptisol,Canal,Tea,3.1,Short-term,Pulses,Pea,104,13860,54365
23.97,84.49,Plateau,Entisol,Canal,Lentil,4.0,Perennial,Cash Crops,Jute,350,25800,75829
23.96,85.67,Plateau,Laterite,Rainfed,Pea,3.8,Long-term,Fruits,Banana,171,31767,71004
23.51,84.11,Hilly,Inceptisol,Canal,Potato,1.6,Perennial,Cash Crops,Tea,358,89836,226607
23.11,85.92,Plateau,Entisol,Rainfed,Cotton,2.5,Perennial,Cash Crops,Cotton,213,23998,89746
23.61,85.9,Hilly,Inceptisol,Rainfed,Litchi,1.2,Perennial,Fruits,Mango,199,48189,114257
23.47,84.12,Hilly,Laterite,Canal,Papaya,0.7,Long-term,Oilseeds,Soybean,120,22316,72276
24.02,84.37,Hilly,Laterite,Canal,Banana+Pea,0.8,Short-term,Vegetables,Onion,72,23901,50379
23.91,85.74,Plain,Alfisol,Irrigated,Banana+Pea,4.7,Short-term,Oilseeds,Niger,109,25442,66525
23.55,85.92,Plain,Red Soil,Irrigated,Pigeon Pea,4.9,Short-term,Oilseeds,Sunflower,97,29752,75944
23.33,84.61,Plain,Red Soil,Canal,Sugarcane,0.9,Long-term,Fruits,Mango,159,30464,109292
24.48,84.3,Hilly,Inceptisol,Irrigated,Rice,2.0,Short-term,Pulses,Black Gram,110,14831,58660
23.68,84.82,Plain,Red Soil,Canal,Potato,1.0,Short-term,Pulses,Lentil,109,14027,30590
24.03,85.22,Hilly,Inceptisol,Irrigated,Brinjal,4.3,Perennial,Cash Crops,Sugarcane,227,90423,270488
23.21,84.18,Plateau,Laterite,Tube-well,Lentil,2.7,Mixed,Agroforestry,Banana+Pea,305,73790,165335
23.73,85.34,Plain,Alfisol,Tube-well,Rice,3.3,Long-term,Cereals,Maize,157,8361,32817
23.04,83.63,Hilly,Laterite,Rainfed,Potato,2.9,Long-term,Cereals,Paddy,175,13756,40238
23.76,83.62,Plain,Alfisol,Canal,Cabbage,3.7,Short-term,Oilseeds,Sesame,107,20916,54514
24.45,84.47,Plain,Alfisol,Rainfed,Sorghum,1.9,Mixed,Agroforestry,Rice+Lentil,214,29583,93570
23.58,84.38,Plateau,Laterite,Rainfed,Rice,1.1,Mixed,Agroforestry,Rice+Lentil,263,62876,143380
23.06,84.29,Hilly,Inceptisol,Irrigated,Pea,0.6,Short-term,Pulses,Pea,117,11914,37096
23.05,84.73,Plateau,Entisol,Rainfed,Soybean,2.5,Long-term,Oilseeds,Sesame,120,18704,41922
23.58,84.3,Plain,Red Soil,Irrigated,Tea,4.6,Mixed,Agroforestry,Mango+Lentil,360,33742,128221
23.24,83.98,Hilly,Inceptisol,Canal,Papaya,1.9,Short-term,Oilseeds,Sunflower,98,27480,74979
23.04,84.27,Plain,Alfisol,Rainfed,Barley,1.4,Short-term,Pulses,Lentil,80,16558,44431
24.13,85.94,Plain,Red Soil,Rainfed,Papaya,4.7,Long-term,Vegetables,Brinjal,142,18068,42958
23.69,84.53,Plain,Alfisol,Tube-well,Mango,1.0,Mixed,Agroforestry,Maize+Mustard,237,29251,81072
23.43,84.61,Plain,Red Soil,Rainfed,Onion,0.7,Short-term,Pulses,Black Gram,100,9821,35914
24.35,84.94,Plain,Alfisol,Rainfed,Groundnut,4.5,Perennial,Fruits,Jackfruit,351,12239,45064
23.17,85.96,Plain,Red Soil,Rainfed,Groundnut,3.7,Short-term,Pulses,Green Gram,83,17644,50091
24.43,84.1,Plateau,Laterite,Irrigated,Tea,2.4,Short-term,Vegetables,Onion,107,13185,47044
23.47,85.2,Plain,Alfisol,Irrigated,Onion,3.9,Short-term,Vegetables,Ladyfinger,94,25985,98536
24.33,85.29,Plain,Red Soil,Canal,Mango+Lentil,3.8,Mixed,Agroforestry,Mango+Lentil,219,58619,223848
23.9,85.02,Plain,Alfisol,Rainfed,Rice,0.7,Mixed,Agroforestry,Banana+Pea,324,27093,62351
24.24,83.72,Hilly,Inceptisol,Canal,Barley,3.5,Perennial,Fruits,Mango,225,36025,106386
24.48,85.19,Plain,Red Soil,Irrigated,Mango+Lentil,3.4,Long-term,Oilseeds,Sesame,127,17922,58665
23.43,83.66,Plateau,Entisol,Rainfed,Tomato,4.8,Long-term,Cereals,Millets,152,19247,43003
24.44,84.99,Plateau,Entisol,Irrigated,Barley,4.8,Mixed,Agroforestry,Mango+Lentil,240,72161,211372
23.58,85.35,Plain,Red Soil,Irrigated,Tea,2.2,Short-term,Vegetables,Cauliflower,114,12167,41740
23.58,84.03,Hilly,Inceptisol,Irrigated,Papaya,3.2,Long-term,Vegetables,Ladyfinger,140,19963,49230
23.51,85.6,Plain,Alfisol,Rainfed,Cotton,1.1,Short-term,Pulses,Gram,102,17071,42975
23.81,83.58,Hilly,Laterite,Rainfed,Sesame,0.8,Short-term,Pulses,Green Gram,110,8225,17464
23.23,85.61,Hilly,Inceptisol,Rainfed,Wheat,2.4,Short-term,Cereals,Maize,94,16128,62789
23.83,84.65,Plain,Alfisol,Rainfed,Groundnut,3.6,Short-term,Oilseeds,Soybean,103,10584,26110
23.81,84.04,Plain,Red Soil,Irrigated,Papaya,3.1,Short-term,Pulses,Green Gram,115,12370,36104
24.14,83.83,Hilly,Inceptisol,Rainfed,Sugarcane,2.4,Long-term,Cereals,Barley,160,12057,32483
24.25,85.88,Hilly,Inceptisol,Irrigated,Groundnut,4.2,Short-term,Vegetables,Potato,95,19551,70519
23.66,83.68,Plain,Red Soil,Rainfed,Jute,4.1,Perennial,Cash Crops,Jute,294,27897,58263
23.45,84.0,Hilly,Inceptisol,Rainfed,Banana+Pea,3.8,Perennial,Cash Crops,Coffee,291,59819,228506
23.39,84.37,Hilly,Inceptisol,Irrigated,Timber+Paddy,0.8,Perennial,Fruits,Guava,204,40398,134328
23.29,85.05,Plateau,Laterite,Rainfed,Sunflower,4.1,Short-term,Cereals,Barley,93,7545,28289
23.09,84.86,Plain,Red Soil,Canal,Sorghum,4.6,Short-term,Pulses,Lentil,102,8907,21545
23.51,83.81,Plateau,Entisol,Rainfed,Sorghum,0.8,Short-term,Cereals,Sorghum,95,13273,38444
23.41,84.22,Hilly,Inceptisol,Rainfed,Onion,2.3,Mixed,Agroforestry,Banana+Pea,284,25017,97625
24.45,84.1,Plain,Red Soil,Canal,Sugarcane,4.9,Perennial,Cash Crops,Tobacco,231,69245,228596
23.84,84.03,Hilly,Inceptisol,Irrigated,Mustard,3.2,Short-term,Cereals,Paddy,118,7408,24862
23.52,84.53,Hilly,Inceptisol,Rainfed,Cauliflower,2.8,Short-term,Pulses,Pigeon Pea,96,5170,20314
23.87,85.26,Plateau,Entisol,Rainfed,Pigeon Pea,1.3,Short-term,Pulses,Pigeon Pea,113,13192,28582
23.21,84.04,Plain,Red Soil,Irrigated,Onion,3.0,Perennial,Cash Crops,Cotton,265,28986,60038
23.67,84.42,Hilly,Inceptisol,Tube-well,Banana,2.5,Long-term,Vegetables,Cabbage,137,23600,90214
23.94,84.48,Plain,Alfisol,Canal,Paddy,1.1,Perennial,Fruits,Papaya,302,39428,98561
23.73,85.94,Plateau,Laterite,Rainfed,Tea,2.6,Short-term,Oilseeds,Mustard,106,10621,32162
23.6,85.89,Plain,Red Soil,Tube-well,Pea,1.2,Perennial,Cash Crops,Coffee,331,99959,368316
24.49,85.5,Plateau,Laterite,Rainfed,Tea,3.8,Short-term,Oilseeds,Mustard,101,12339,24916
24.32,84.1,Plateau,Entisol,Rainfed,Litchi,4.9,Perennial,Fruits,Mango,336,42358,92104
23.94,83.67,Plain,Alfisol,Canal,Niger,2.6,Long-term,Cereals,Millets,148,12617,33316
23.85,84.29,Plateau,Laterite,Rainfed,Sesame,3.3,Short-term,Vegetables,Cabbage,109,14456,54306
23.93,84.17,Plateau,Entisol,Rainfed,Millets,2.4,Perennial,Cash Crops,Tea,285,30019,82508
23.3,84.76,Plain,Alfisol,Rainfed,Banana,1.1,Long-term,Cereals,Barley,154,15807,41679
23.59,85.44,Hilly,Inceptisol,Rainfed,Paddy,4.9,Long-term,Vegetables,Brinjal,141,16369,38280
23.06,85.65,Hilly,Inceptisol,Irrigated,Tobacco,1.1,Short-term,Oilseeds,Mustard,103,26475,91268
23.71,85.61,Plain,Red Soil,Irrigated,Black Gram,1.0,Mixed,Agroforestry,Banana+Pea,260,60048,162971
23.81,84.4,Plain,Red Soil,Rainfed,Mango+Lentil,2.6,Mixed,Agroforestry,Timber+Paddy,298,56796,121313
23.34,85.22,Plain,Alfisol,Irrigated,Cotton,3.5,Perennial,Cash Crops,Sugarcane,199,92659,311088
24.45,84.28,Plain,Red Soil,Tube-well,Onion,2.1,Perennial,Fruits,Mango,254,11208,40658
24.36,83.65,Hilly,Inceptisol,Canal,Sunflower,1.4,Short-term,Vegetables,Brinjal,103,18963,48280
24.08,85.25,Plain,Alfisol,Rainfed,Sugarcane,4.2,Long-term,Vegetables,Cabbage,122,8560,23772
23.8,83.52,Plateau,Laterite,Tube-well,Brinjal,2.1,Short-term,Vegetables,Potato,105,27316,95882
24.3,84.52,Plateau,Laterite,Irrigated,Lentil,1.4,Perennial,Cash Crops,Tobacco,212,98417,378486
23.2,84.32,Plain,Alfisol,Rainfed,Millets,2.1,Short-term,Vegetables,Cauliflower,110,8309,22407
24.19,85.23,Hilly,Inceptisol,Rainfed,Wheat,1.5,Short-term,Oilseeds,Mustard,103,16852,53535
23.19,85.42,Hilly,Inceptisol,Rainfed,Tobacco,2.8,Short-term,Pulses,Lentil,104,16628,35398
24.19,84.26,Plateau,Entisol,Irrigated,Lentil,3.5,Short-term,Vegetables,Cauliflower,117,17797,56717
23.41,85.53,Plain,Red Soil,Rainfed,Maize,4.1,Short-term,Pulses,Pea,90,12580,41881
24.32,84.23,Plain,Red Soil,Irrigated,Groundnut,1.5,Short-term,Oilseeds,Groundnut,110,12020,29683
24.42,84.62,Plateau,Entisol,Rainfed,Onion,1.3,Mixed,Agroforestry,Maize+Mustard,234,75663,235384
23.22,85.32,Plateau,Entisol,Tube-well,Cauliflower,0.6,Long-term,Cash Crops,Coffee,161,27816,83105
23.69,85.23,Plateau,Laterite,Rainfed,Papaya,1.5,Perennial,Fruits,Papaya,236,33709,73905
24.47,85.97,Plateau,Entisol,Tube-well,Maize+Mustard,0.6,Long-term,Fruits,Litchi,153,31048,69189
23.73,84.06,Plain,Red Soil,Tube-well,Ladyfinger,2.1,Long-term,Fruits,Guava,165,39196,101119
24.3,85.16,Hilly,Inceptisol,Rainfed,Tobacco,1.2,Long-term,Fruits,Guava,174,19575,74224
23.88,85.02,Plain,Red Soil,Rainfed,Jute,3.1,Mixed,Agroforestry,Banana+Pea,348,30114,81752
23.56,85.79,Plain,Alfisol,Rainfed,Brinjal,2.2,Mixed,Agroforestry,Mango+Lentil,331,28299,106710
23.43,83.89,Plateau,Entisol,Tube-well,Sorghum,0.9,Long-term,Cereals,Millets,161,11767,43735
23.3,85.38,Plain,Alfisol,Irrigated,Timber+Paddy,2.3,Short-term,Pulses,Pea,83,14810,41424
24.14,84.92,Hilly,Laterite,Rainfed,Mustard,1.4,Short-term,Cereals,Maize,100,5391,13403
23.58,84.19,Plateau,Laterite,Rainfed,Rice+Lentil,3.6,Mixed,Agroforestry,Rice+Lentil,315,24112,70327
23.77,84.69,Plain,Alfisol,Rainfed,Paddy,2.1,Short-term,Pulses,Lentil,96,10210,24928
23.74,84.33,Plateau,Entisol,Tube-well,Gram,1.2,Short-term,Oilseeds,Sesame,98,8260,23353
23.87,84.95,Plateau,Entisol,Irrigated,Timber+Paddy,2.1,Perennial,Cash Crops,Sugarcane,322,53102,113873
24.3,85.72,Hilly,Inceptisol,Canal,Niger,1.5,Short-term,Vegetables,Brinjal,102,26821,72833
24.47,84.92,Plain,Red Soil,Rainfed,Wheat,4.1,Short-term,Oilseeds,Sunflower,96,11163,31420
23.61,85.08,Plain,Red Soil,Rainfed,Rice,4.9,Short-term,Cereals,Rice,113,9652,22052
24.24,84.8,Hilly,Laterite,Tube-well,Timber+Paddy,0.6,Long-term,Oilseeds,Sesame,121,11357,34810
24.15,83.63,Plain,Alfisol,Rainfed,Tobacco,3.6,Long-term,Cereals,Sorghum,174,16858,60049
23.86,84.08,Plain,Alfisol,Tube-well,Green Gram,1.7,Short-term,Pulses,Pigeon Pea,111,12069,45860
24.43,84.73,Plateau,Laterite,Rainfed,Timber+Paddy,0.8,Perennial,Fruits,Papaya,339,39945,100935
23.3,84.28,Plain,Alfisol,Rainfed,Cauliflower,0.6,Short-term,Pulses,Green Gram,98,7974,24424
23.16,83.95,Plateau,Laterite,Irrigated,Jackfruit,4.5,Long-term,Cereals,Rice,134,6840,15558
24.28,84.76,Plain,Red Soil,Tube-well,Guava,2.1,Short-term,Pulses,Pea,99,17428,46546
23.66,84.31,Hilly,Laterite,Tube-well,Millets,5.0,Short-term,Vegetables,Cabbage,90,19269,43878
24.27,84.15,Plateau,Laterite,Rainfed,Tobacco,2.5,Perennial,Fruits,Guava,346,10392,26255
24.34,84.66,Plain,Alfisol,Rainfed,Sugarcane,1.3,Perennial,Cash Crops,Cotton,323,50278,110953
23.09,83.83,Plain,Red Soil,Irrigated,Brinjal,4.0,Long-term,Oilseeds,Sesame,127,16446,39255
24.33,85.82,Hilly,Inceptisol,Irrigated,Pea,4.7,Mixed,Agroforestry,Rice+Lentil,364,74606,268240
23.67,85.67,Plateau,Laterite,Irrigated,Soybean,4.2,Short-term,Vegetables,Potato,111,27431,104994
23.77,85.27,Hilly,Laterite,Rainfed,Brinjal,3.9,Short-term,Pulses,Lentil,90,19186,48598
23.94,83.77,Plain,Red Soil,Tube-well,Tea,2.0,Short-term,Oilseeds,Soybean,97,27950,68131
24.39,85.44,Plain,Red Soil,Irrigated,Rice,0.8,Short-term,Oilseeds,Mustard,92,24436,56647
23.03,85.52,Plateau,Entisol,Canal,Gram,1.4,Perennial,Cash Crops,Tobacco,241,42427,142686
23.72,85.42,Plateau,Entisol,Irrigated,Maize,2.5,Perennial,Cash Crops,Jute,310,30748,86992
24.03,83.78,Hilly,Inceptisol,Rainfed,Mustard,4.8,Short-term,Pulses,Green Gram,105,17293,37055
24.08,85.11,Plateau,Entisol,Tube-well,Sunflower,3.8,Short-term,Vegetables,Cabbage,112,21759,76623
24.04,85.59,Hilly,Laterite,Irrigated,Cotton,4.2,Perennial,Fruits,Mango,315,43855,159210
23.2,84.94,Hilly,Inceptisol,Canal,Millets,1.7,Perennial,Fruits,Mango,283,33045,67426
23.45,85.12,Plain,Alfisol,Tube-well,Barley,3.6,Perennial,Fruits,Jackfruit,227,44435,155618
23.54,84.65,Hilly,Laterite,Irrigated,Mango+Lentil,4.4,Long-term,Cereals,Wheat,167,17607,62848
24.21,84.82,Hilly,Inceptisol,Irrigated,Maize+Mustard,2.7,Short-term,Cereals,Barley,119,15410,34496
23.42,83.59,Plain,Alfisol,Rainfed,Papaya,2.4,Mixed,Agroforestry,Rice+Lentil,353,75950,170111
23.32,85.1,Hilly,Inceptisol,Rainfed,Jute,3.7,Perennial,Cash Crops,Tea,333,90047,264086
24.44,83.7,Plateau,Entisol,Rainfed,Sesame,3.0,Short-term,Oilseeds,Niger,116,21466,76385
23.01,84.59,Hilly,Laterite,Rainfed,Maize+Mustard,5.0,Mixed,Agroforestry,Banana+Pea,333,77477,163486
24.5,84.23,Hilly,Laterite,Rainfed,Guava,2.4,Long-term,Vegetables,Ladyfinger,120,19146,43742
24.02,84.86,Plateau,Entisol,Rainfed,Soybean,1.3,Long-term,Vegetables,Ladyfinger,138,19227,65743
24.24,83.83,Plain,Red Soil,Rainfed,Soybean,2.6,Perennial,Cash Crops,Tea,347,90246,208887
23.44,85.23,Hilly,Inceptisol,Rainfed,Groundnut,1.6,Perennial,Fruits,Banana,236,11384,41308
23.02,85.49,Plateau,Entisol,Rainfed,Sugarcane,3.0,Long-term,Cereals,Barley,149,9800,39126
24.11,83.91,Hilly,Inceptisol,Rainfed,Pea,1.1,Perennial,Fruits,Jackfruit,358,18669,41609
24.25,83.76,Plain,Red Soil,Irrigated,Niger,4.8,Mixed,Agroforestry,Banana+Pea,356,40185,103756
24.11,83.86,Plain,Red Soil,Irrigated,Coffee,4.4,Short-term,Pulses,Gram,114,17616,63205
23.21,85.69,Plateau,Laterite,Rainfed,Maize,1.2,Perennial,Fruits,Banana,188,22729,74924
24.13,84.82,Hilly,Laterite,Irrigated,Tea,1.3,Short-term,Oilseeds,Groundnut,113,29829,112148
24.15,84.67,Plateau,Laterite,Canal,Sorghum,2.8,Perennial,Cash Crops,Jute,261,75850,233552
23.99,83.77,Hilly,Laterite,Rainfed,Pigeon Pea,4.0,Perennial,Fruits,Banana,319,18054,44377
24.15,85.12,Hilly,Inceptisol,Irrigated,Mango+Lentil,1.5,Short-term,Oilseeds,Sesame,110,9224,31324
24.27,85.67,Plateau,Laterite,Tube-well,Sugarcane,0.8,Long-term,Cereals,Wheat,142,7859,24211
23.92,85.57,Hilly,Inceptisol,Canal,Banana,3.0,Perennial,Fruits,Jackfruit,258,12412,27471
23.13,85.07,Plain,Alfisol,Rainfed,Jackfruit,3.6,Long-term,Cash Crops,Tobacco,160,79484,164772
23.73,83.69,Hilly,Laterite,Irrigated,Groundnut,1.6,Long-term,Vegetables,Onion,131,11417,39229
23.12,83.78,Plateau,Entisol,Rainfed,Lentil,3.8,Short-term,Pulses,Gram,82,8145,17164
23.61,83.62,Plain,Alfisol,Irrigated,Pigeon Pea,4.8,Short-term,Pulses,Pigeon Pea,97,18747,69276
23.61,84.14,Plain,Alfisol,Tube-well,Millets,1.1,Mixed,Agroforestry,Rice+Lentil,223,26963,78854
23.1,83.84,Plain,Red Soil,Irrigated,Mango,2.8,Long-term,Oilseeds,Soybean,124,11487,33012
23.52,84.15,Plateau,Laterite,Tube-well,Black Gram,0.8,Short-term,Pulses,Black Gram,95,8367,22901
23.17,84.46,Plain,Alfisol,Rainfed,Cabbage,1.4,Perennial,Fruits,Banana,253,46251,174995
24.21,85.86,Hilly,Laterite,Tube-well,Maize+Mustard,0.9,Long-term,Cereals,Paddy,127,12030,44782
24.42,85.03,Hilly,Inceptisol,Irrigated,Coffee,2.3,Perennial,Cash Crops,Tobacco,240,47256,181392
23.11,85.59,Hilly,Laterite,Rainfed,Potato,4.2,Perennial,Fruits,Mango,351,49468,124087
24.43,85.28,Hilly,Inceptisol,Irrigated,Sugarcane,3.1,Short-term,Vegetables,Cauliflower,76,19173,51476
23.78,83.78,Plain,Alfisol,Rainfed,Sunflower,1.5,Mixed,Agroforestry,Rice+Lentil,337,73261,157459
23.45,85.34,Hilly,Laterite,Rainfed,Papaya,0.7,Mixed,Agroforestry,Rice+Lentil,234,66685,157164
23.12,84.19,Plateau,Laterite,Canal,Maize+Mustard,3.0,Perennial,Cash Crops,Sugarcane,303,39391,136077
23.75,85.1,Plateau,Laterite,Rainfed,Pea,1.1,Short-term,Cereals,Paddy,104,9242,28355
24.19,84.35,Plain,Red Soil,Irrigated,Sesame,2.0,Long-term,Cereals,Maize,140,19668,56917
24.06,85.99,Plateau,Laterite,Rainfed,Green Gram,2.8,Mixed,Agroforestry,Maize+Mustard,237,31205,103264
23.08,84.16,Hilly,Inceptisol,Rainfed,Mango,4.6,Short-term,Cereals,Barley,116,16329,37878
23.11,84.2,Plateau,Entisol,Tube-well,Pea,0.9,Perennial,Cash Crops,Tea,243,37474,132541
